Boosted Post,Campaign Id,Campaign Name,Content Theme,Platform,Post Date,Post Time,Post Type,Target Audience,Clicks,Conversion Value Usd,Conversions,Cpc Usd,Ctr,Emoji Count,Engagement Rate,Engagements,Hashtag Count,Impressions,Reach,Sentiment Score,Spend Usd,Video Length Seconds,Word Count
真,CMP1001,Summer Campaign 2024,User Testimonial,LinkedIn,2024/2/5,1899/12/30 12:00:00,Video,"Millennials (25-34, Suburban)",27,171.39,3,0.91,0.0186,6,0.0448,42,14,1451,938,0.1,24.48,66,43
伪,CMP1001,Fall Campaign 2024,Promotion,Instagram,2024/2/18,1899/12/30 18:30:00,Reel,"Parents (30-45, Suburban)",118,2519.15,19,0.06,0.0164,0,0.0494,271,10,7211,5491,0.47,7.16,78,46
真,CMP1001,Spring Campaign 2025,Product Launch,Instagram,2024/2/3,1899/12/30 15:30:00,Carousel,"Millennials (25-34, Suburban)",421,7064.69,57,0.13,0.0443,0,0.1113,642,10,9514,5770,0.37,56.41,0,41
真,CMP1001,Fall Campaign 2024,Lifestyle,Instagram,2024/2/24,1899/12/30 14:45:00,Video,"Millennials (25-34, Suburban)",101,2018.19,14,0.07,0.0253,4,0.0906,272,6,3989,3003,0.35,6.7,24,48
伪,CMP1001,Fall Campaign 2024,Lifestyle,Facebook,2024/2/14,1899/12/30 23:00:00,Story,"Millennials (25-34, Suburban)",106,444.18,7,0.05,0.0183,0,0.0818,338,15,5781,4130,-0.04,5.6,112,13
真,CMP1001,Summer Campaign 2025,Behind-the-Scenes,X,2024/2/28,1899/12/30 22:45:00,Video,"Professionals (25-54, B2B)",157,1008.14,8,0.28,0.0146,2,0.053,416,14,10769,7846,-0.19,44.19,56,17
真,CMP1001,Summer Campaign 2025,Behind-the-Scenes,TikTok,2024/2/11,1899/12/30 15:30:00,Image,"Gen Z (18-24, Urban)",1036,4432.93,70,0.11,0.0556,9,0.1119,1853,13,18648,16560,0.59,110.2,0,28
真,CMP1001,Summer Campaign 2025,User Testimonial,TikTok,2024/2/18,1899/12/30 15:15:00,Image,"Professionals (25-54, B2B)",212,2267.55,38,0.15,0.0219,6,0.0577,439,12,9691,7614,1,32.67,0,11
真,CMP1001,Holiday Campaign 2025,Lifestyle,X,2024/2/22,1899/12/30 23:30:00,Carousel,"Professionals (25-54, B2B)",242,1838.85,25,0.72,0.021,5,0.095,765,7,11543,8051,0.26,174.92,0,28
真,CMP1001,Spring Campaign 2025,User Testimonial,Facebook,2024/2/25,1899/12/30 20:00:00,Image,"Gen X (35-50, Mixed)",297,2431.37,30,0.05,0.031,7,0.0715,555,10,9588,7764,0.52,14.59,0,24
真,CMP1001,Spring Campaign 2024,Behind-the-Scenes,Instagram,2024/2/22,1899/12/30 7:45:00,Story,"Gen Z (18-24, Urban)",164,2940.43,24,0.24,0.0297,10,0.0672,235,8,5519,3498,0.56,38.67,113,5
伪,CMP1001,Back to School Campaign 2025,Lifestyle,X,2024/2/3,1899/12/30 21:15:00,Story,"Professionals (25-54, B2B)",125,2835.03,22,0.04,0.0335,6,0.0843,258,11,3726,3060,0.52,4.62,36,22
伪,CMP1001,Fall Campaign 2024,Behind-the-Scenes,Facebook,2024/2/9,1899/12/30 10:00:00,Reel,"Professionals (25-54, B2B)",74,674.52,7,0.04,0.01,0,0.0303,160,7,7430,5278,0.24,3.15,73,17
真,CMP1001,Fall Campaign 2025,User Testimonial,LinkedIn,2024/2/26,1899/12/30 21:30:00,Image,"Gen Z (18-24, Urban)",157,1211.78,21,0.17,0.0376,3,0.106,359,10,4175,3386,0.46,26.32,0,38
真,CMP1001,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2024/2/2,1899/12/30 20:45:00,Video,"Millennials (25-34, Suburban)",363,3213.39,46,0.14,0.026,10,0.0586,551,6,13971,9401,-0.37,49.08,16,21
真,CMP1001,Back to School Campaign 2025,Behind-the-Scenes,LinkedIn,2024/2/19,1899/12/30 9:15:00,Image,"Gen X (35-50, Mixed)",323,6690.68,48,0.02,0.0562,3,0.116,468,3,5748,4035,0.7,7.99,0,25
真,CMP1001,Summer Campaign 2024,Product Launch,Instagram,2024/2/10,1899/12/30 10:15:00,Story,"Gen X (35-50, Mixed)",177,657.89,27,0.6,0.013,7,0.05,436,10,13657,8715,0.57,106.91,78,43
真,CMP1001,Spring Campaign 2024,Behind-the-Scenes,LinkedIn,2024/2/1,1899/12/30 9:00:00,Reel,"Millennials (25-34, Suburban)",484,7064.29,64,0.12,0.0548,6,0.1179,907,4,8831,7690,0.07,58.49,7,42
真,CMP1001,Holiday Campaign 2024,Lifestyle,Instagram,2024/2/9,1899/12/30 13:15:00,Reel,"Millennials (25-34, Suburban)",257,2838.47,47,0.16,0.0241,6,0.0823,698,13,10644,8478,0.46,39.91,53,14
伪,CMP1001,Holiday Campaign 2024,Promotion,X,2024/2/14,1899/12/30 20:30:00,Image,"Parents (30-45, Suburban)",187,3118.02,28,0.01,0.0252,9,0.0632,303,9,7431,4795,0.19,2.26,0,19
真,CMP1001,Holiday Campaign 2024,Product Launch,Facebook,2024/2/12,1899/12/30 20:45:00,Reel,"Gen X (35-50, Mixed)",289,1125.12,15,0.42,0.0237,7,0.0647,601,5,12180,9282,0.66,121.53,45,30
真,CMP1001,Spring Campaign 2025,Promotion,X,2024/2/26,1899/12/30 19:15:00,Video,"Millennials (25-34, Suburban)",398,3060.13,50,0.45,0.0248,8,0.0505,659,15,16065,13053,-0.12,179.97,97,34
真,CMP1001,Fall Campaign 2024,Promotion,X,2024/2/7,1899/12/30 17:00:00,Reel,"Millennials (25-34, Suburban)",103,432.81,8,0.1,0.04,8,0.1126,228,0,2578,2025,0.41,10.75,85,41
真,CMP1001,Summer Campaign 2024,Product Launch,Instagram,2024/2/16,1899/12/30 11:00:00,Image,"Millennials (25-34, Suburban)",280,739.16,33,0.32,0.0273,0,0.0806,507,4,10268,6292,0.54,88.5,0,36
真,CMP1001,Spring Campaign 2024,User Testimonial,X,2024/2/14,1899/12/30 13:00:00,Image,"Parents (30-45, Suburban)",50,83.78,7,0.46,0.0081,2,0.0251,124,10,6187,4944,-0.06,22.83,0,37
伪,CMP1001,Fall Campaign 2024,User Testimonial,Facebook,2024/2/24,1899/12/30 11:30:00,Reel,"Gen Z (18-24, Urban)",90,1485.4,10,0.24,0.008,1,0.0289,249,7,11279,8610,1,21.54,34,44
真,CMP1001,Summer Campaign 2024,Promotion,LinkedIn,2024/2/23,1899/12/30 10:15:00,Story,"Millennials (25-34, Suburban)",160,1731.32,13,0.23,0.0202,2,0.0877,506,0,7915,5770,0.61,36.19,74,9
真,CMP1001,Summer Campaign 2025,Behind-the-Scenes,X,2024/2/22,1899/12/30 9:15:00,Story,"Gen Z (18-24, Urban)",66,831.34,6,0.84,0.0269,6,0.0831,139,8,2452,1672,-0.64,55.36,79,12
真,CMP1001,Summer Campaign 2024,Promotion,Facebook,2024/2/25,1899/12/30 19:00:00,Video,"Millennials (25-34, Suburban)",314,2696.1,47,0.09,0.0318,6,0.0573,496,12,9883,8650,0.26,29.39,20,16
真,CMP1001,Holiday Campaign 2024,Behind-the-Scenes,TikTok,2024/2/15,1899/12/30 17:15:00,Reel,"Gen Z (18-24, Urban)",55,71.59,3,0.33,0.025,10,0.0739,139,14,2199,1881,-0.76,18.12,104,15
真,CMP1001,Back to School Campaign 2024,Behind-the-Scenes,X,2024/2/6,1899/12/30 12:15:00,Reel,"Professionals (25-54, B2B)",287,2331.11,18,0.15,0.0606,6,0.1169,448,0,4735,3831,0.13,43.09,95,44
伪,CMP1001,Holiday Campaign 2025,User Testimonial,Instagram,2024/2/1,1899/12/30 15:15:00,Carousel,"Parents (30-45, Suburban)",265,2524.07,39,0.01,0.0378,0,0.0948,505,8,7017,5329,-0.46,3.54,0,48
伪,CMP1001,Spring Campaign 2024,User Testimonial,Instagram,2024/2/3,1899/12/30 12:45:00,Story,"Professionals (25-54, B2B)",97,1583.15,12,0.06,0.0225,6,0.0757,249,4,4320,3289,0.03,5.38,71,50
真,CMP1001,Fall Campaign 2024,Product Launch,TikTok,2024/2/25,1899/12/30 20:15:00,Carousel,"Parents (30-45, Suburban)",543,2821.07,89,0.13,0.0357,0,0.1057,1119,14,15209,10585,0.95,70.57,0,41
真,CMP1001,Summer Campaign 2025,Lifestyle,TikTok,2024/2/6,1899/12/30 23:00:00,Reel,"Professionals (25-54, B2B)",95,262.78,17,0.07,0.0096,0,0.0257,194,12,9860,7558,-0.01,6.73,40,6
真,CMP1001,Holiday Campaign 2024,Behind-the-Scenes,Facebook,2024/2/3,1899/12/30 20:00:00,Reel,"Gen Z (18-24, Urban)",97,125.26,7,0.01,0.0108,7,0.0211,157,7,8971,7434,0.93,0.64,36,39
真,CMP1001,Fall Campaign 2025,User Testimonial,LinkedIn,2024/2/1,1899/12/30 22:45:00,Story,"Parents (30-45, Suburban)",187,386.65,33,0.14,0.0225,9,0.044,324,12,8315,7368,0.15,27.11,52,46
真,CMP1001,Fall Campaign 2025,User Testimonial,TikTok,2024/2/9,1899/12/30 23:30:00,Story,"Gen Z (18-24, Urban)",441,2550.04,28,0.15,0.0317,6,0.0859,884,13,13918,10290,0.43,65.75,32,32
伪,CMP1001,Holiday Campaign 2024,Product Launch,Facebook,2024/2/24,1899/12/30 12:15:00,Carousel,"Gen X (35-50, Mixed)",147,3176.59,26,0,0.0231,3,0.0935,483,2,6376,5166,-0.18,0.11,0,20
真,CMP1001,Spring Campaign 2025,Promotion,Facebook,2024/2/8,1899/12/30 21:15:00,Image,"Professionals (25-54, B2B)",89,550.2,8,0.14,0.0196,2,0.0541,172,3,4545,3177,1,12.68,0,15
真,CMP1001,Summer Campaign 2025,User Testimonial,Instagram,2024/2/28,1899/12/30 15:15:00,Video,"Parents (30-45, Suburban)",104,1873.55,13,0.88,0.0092,5,0.0452,328,0,11359,7252,-0.78,91.39,16,9
伪,CMP1001,Summer Campaign 2024,Behind-the-Scenes,Facebook,2024/2/20,1899/12/30 16:15:00,Carousel,"Millennials (25-34, Suburban)",22,72.96,3,0.83,0.0117,10,0.0272,37,11,1884,1360,1,18.22,0,30
真,CMP1001,Summer Campaign 2025,User Testimonial,Instagram,2024/2/13,1899/12/30 12:30:00,Story,"Gen X (35-50, Mixed)",121,2019,21,0.3,0.0193,9,0.0406,211,14,6255,5201,-0.23,36.2,52,34
真,CMP1001,Holiday Campaign 2025,Behind-the-Scenes,TikTok,2024/2/10,1899/12/30 12:00:00,Carousel,"Professionals (25-54, B2B)",485,5040.62,64,0.59,0.0187,6,0.0425,764,13,25940,17963,0.01,287.45,0,38
真,CMP1001,Back to School Campaign 2025,User Testimonial,Facebook,2024/2/4,1899/12/30 21:45:00,Video,"Parents (30-45, Suburban)",181,1740.79,21,0.03,0.038,2,0.0835,304,2,4764,3639,0.02,5.87,72,28
真,CMP1001,Spring Campaign 2025,Behind-the-Scenes,X,2024/2/3,1899/12/30 16:45:00,Video,"Professionals (25-54, B2B)",269,2582.19,21,0.03,0.0406,8,0.0941,544,5,6633,5781,-0.06,7.55,49,9
真,CMP1001,Fall Campaign 2024,Behind-the-Scenes,X,2024/2/18,1899/12/30 15:00:00,Image,"Parents (30-45, Suburban)",75,1269.18,11,0.46,0.0465,5,0.1007,109,5,1613,1082,0.73,34.19,0,26
真,CMP1001,Fall Campaign 2025,Lifestyle,Facebook,2024/2/26,1899/12/30 12:15:00,Reel,"Professionals (25-54, B2B)",142,688.7,22,0.07,0.0369,0,0.1128,347,0,3845,3076,1,9.76,12,39
真,CMP1001,Fall Campaign 2024,Promotion,LinkedIn,2024/2/8,1899/12/30 12:00:00,Carousel,"Professionals (25-54, B2B)",146,2069.62,17,0.49,0.0223,1,0.0889,432,9,6545,4858,0.31,72.05,0,39
伪,CMP1001,Back to School Campaign 2025,Lifestyle,LinkedIn,2024/2/1,1899/12/30 6:45:00,Carousel,"Professionals (25-54, B2B)",93,504.82,15,0.02,0.0261,9,0.0687,191,8,3563,2782,0.25,2.07,0,21
伪,CMP1001,Fall Campaign 2025,Promotion,Instagram,2024/2/24,1899/12/30 12:30:00,Reel,"Gen Z (18-24, Urban)",283,249.34,15,0.01,0.0392,7,0.1105,573,7,7226,5187,-0.17,3.97,56,22
伪,CMP1001,Spring Campaign 2024,User Testimonial,Instagram,2024/2/24,1899/12/30 11:00:00,Reel,"Millennials (25-34, Suburban)",122,560.43,16,0.03,0.019,7,0.0428,217,1,6406,5070,0.43,3.61,98,47
伪,CMP1001,Back to School Campaign 2024,Promotion,Facebook,2024/2/3,1899/12/30 7:00:00,Video,"Professionals (25-54, B2B)",176,1254.5,16,0.01,0.0217,0,0.0613,373,8,8096,6087,-0.5,0.91,61,49
伪,CMP1001,Back to School Campaign 2024,Behind-the-Scenes,LinkedIn,2024/2/17,1899/12/30 22:45:00,Reel,"Professionals (25-54, B2B)",114,892.56,20,0,0.0124,8,0.0495,332,5,9175,6709,-0.51,0.21,19,5
真,CMP1001,Spring Campaign 2025,Behind-the-Scenes,Facebook,2024/2/12,1899/12/30 23:30:00,Story,"Professionals (25-54, B2B)",23,143.16,1,0.22,0.025,4,0.066,45,2,921,682,-0.65,5.06,80,27
真,CMP1001,Fall Campaign 2025,User Testimonial,X,2024/2/2,1899/12/30 6:15:00,Story,"Millennials (25-34, Suburban)",26,97.64,1,0.72,0.0203,2,0.0789,67,6,1282,849,0.69,18.64,76,13
真,CMP1001,Fall Campaign 2025,User Testimonial,TikTok,2024/2/23,1899/12/30 22:00:00,Story,"Gen Z (18-24, Urban)",8,130.75,1,1.48,0.0074,7,0.0366,25,15,1081,683,0.29,11.81,88,40
真,CMP1001,Summer Campaign 2025,Lifestyle,Instagram,2024/2/16,1899/12/30 14:45:00,Carousel,"Millennials (25-34, Suburban)",324,2256.87,24,0.03,0.0387,1,0.077,488,6,8369,6334,0.59,9.67,0,10
伪,CMP1001,Back to School Campaign 2024,User Testimonial,X,2024/2/28,1899/12/30 14:45:00,Carousel,"Professionals (25-54, B2B)",67,789.57,6,0.04,0.008,2,0.038,201,7,8377,5285,0.07,2.43,0,23
伪,CMP1001,Back to School Campaign 2025,Behind-the-Scenes,Facebook,2024/2/12,1899/12/30 21:45:00,Video,"Gen X (35-50, Mixed)",106,1485.99,10,0.04,0.0255,8,0.0638,172,12,4165,2697,0.3,4.65,89,23
真,CMP1001,Fall Campaign 2025,User Testimonial,X,2024/2/1,1899/12/30 18:00:00,Video,"Gen Z (18-24, Urban)",241,4834.29,39,0.28,0.0193,3,0.0459,415,4,12516,9038,1,67.55,66,33
真,CMP1001,Spring Campaign 2025,User Testimonial,TikTok,2024/2/9,1899/12/30 8:00:00,Image,"Parents (30-45, Suburban)",128,1020.23,15,0.22,0.0258,2,0.1011,387,1,4966,3829,0.48,28.65,0,41
真,CMP1001,Holiday Campaign 2024,Product Launch,TikTok,2024/2/16,1899/12/30 7:45:00,Image,"Gen Z (18-24, Urban)",449,780.27,62,0.16,0.0361,0,0.0772,675,1,12453,8738,0.19,71.73,0,36
真,CMP1001,Summer Campaign 2024,Lifestyle,Instagram,2024/2/20,1899/12/30 22:45:00,Carousel,"Gen X (35-50, Mixed)",80,1017.58,13,0.22,0.0582,7,0.1066,122,9,1374,1144,-0.72,17.84,0,7
真,CMP1001,Back to School Campaign 2024,Product Launch,Facebook,2024/2/10,1899/12/30 18:45:00,Image,"Gen X (35-50, Mixed)",53,806.32,9,0.23,0.0189,7,0.0608,105,15,2798,1727,0.02,12.21,0,36
真,CMP1002,Fall Campaign 2024,Behind-the-Scenes,LinkedIn,2024/3/24,1899/12/30 18:00:00,Reel,"Gen Z (18-24, Urban)",164,2864.25,26,1.02,0.0243,8,0.0533,292,13,6740,5482,0.65,167.71,98,24
真,CMP1002,Holiday Campaign 2025,Behind-the-Scenes,Instagram,2024/3/1,1899/12/30 20:00:00,Carousel,"Professionals (25-54, B2B)",89,488.28,11,0.77,0.0165,3,0.03,130,10,5407,4331,0.71,68.91,0,36
真,CMP1002,Fall Campaign 2025,User Testimonial,Facebook,2024/3/13,1899/12/30 7:30:00,Video,"Parents (30-45, Suburban)",565,11115.31,75,0.18,0.0327,7,0.0863,1309,2,17270,15162,-0.6,103.95,119,37
真,CMP1002,Fall Campaign 2024,Lifestyle,X,2024/3/23,1899/12/30 12:00:00,Reel,"Parents (30-45, Suburban)",83,51.09,4,0.04,0.0176,1,0.0597,187,4,4729,3131,1,3.29,29,39
真,CMP1002,Holiday Campaign 2025,Promotion,X,2024/3/20,1899/12/30 23:15:00,Carousel,"Professionals (25-54, B2B)",45,108.54,5,0.06,0.0434,3,0.1013,80,6,1038,790,0.61,2.61,0,19
真,CMP1002,Spring Campaign 2024,Behind-the-Scenes,Instagram,2024/3/18,1899/12/30 8:30:00,Story,"Professionals (25-54, B2B)",128,1631.38,13,0.06,0.0301,8,0.0991,300,2,4246,3026,1,8.04,72,37
真,CMP1002,Summer Campaign 2025,Behind-the-Scenes,Instagram,2024/3/15,1899/12/30 22:45:00,Video,"Gen X (35-50, Mixed)",329,2780.86,26,0.02,0.0563,1,0.092,475,13,5847,5165,0.66,6.49,6,23
真,CMP1002,Summer Campaign 2025,Product Launch,Facebook,2024/3/23,1899/12/30 14:45:00,Image,"Gen X (35-50, Mixed)",51,661.95,5,0.19,0.0171,0,0.0579,120,2,2977,2072,0.33,9.53,0,12
真,CMP1002,Holiday Campaign 2024,Behind-the-Scenes,TikTok,2024/3/7,1899/12/30 12:00:00,Story,"Gen X (35-50, Mixed)",253,4581.34,35,0.59,0.0184,3,0.0794,741,1,13740,9332,0.11,149.47,115,26
真,CMP1002,Summer Campaign 2024,User Testimonial,LinkedIn,2024/3/24,1899/12/30 6:15:00,Carousel,"Parents (30-45, Suburban)",60,336.33,5,0.07,0.016,0,0.0363,90,8,3761,2479,0.17,4.46,0,23
真,CMP1002,Back to School Campaign 2024,Promotion,Facebook,2024/3/12,1899/12/30 12:00:00,Story,"Professionals (25-54, B2B)",207,1502.75,11,0.23,0.0192,0,0.0405,369,3,10760,9106,-0.6,46.8,92,16
真,CMP1002,Summer Campaign 2024,Lifestyle,TikTok,2024/3/25,1899/12/30 10:00:00,Carousel,"Parents (30-45, Suburban)",262,1739.96,35,0.15,0.0291,4,0.0771,507,4,9005,6572,-0.55,39.76,0,30
真,CMP1002,Fall Campaign 2025,Behind-the-Scenes,Facebook,2024/3/5,1899/12/30 21:30:00,Image,"Gen X (35-50, Mixed)",124,787.7,6,0.04,0.0174,4,0.0535,311,3,7128,5816,-0.16,5.53,0,26
伪,CMP1002,Back to School Campaign 2024,Promotion,X,2024/3/11,1899/12/30 11:30:00,Reel,"Parents (30-45, Suburban)",109,256.62,16,0.1,0.0136,5,0.0343,177,4,8011,5154,0.5,10.98,61,45
真,CMP1002,Fall Campaign 2024,Product Launch,LinkedIn,2024/3/14,1899/12/30 10:45:00,Reel,"Parents (30-45, Suburban)",112,1018.62,20,0.07,0.0237,5,0.0576,236,4,4722,4100,0.06,7.69,56,20
伪,CMP1002,Spring Campaign 2025,User Testimonial,Facebook,2024/3/20,1899/12/30 17:15:00,Reel,"Parents (30-45, Suburban)",259,4718.04,47,0.01,0.0321,6,0.073,514,4,8081,7041,0.37,1.45,107,17
真,CMP1002,Back to School Campaign 2024,Lifestyle,X,2024/3/8,1899/12/30 12:30:00,Carousel,"Parents (30-45, Suburban)",102,185.06,17,0.02,0.0147,3,0.0346,208,10,6941,6008,0.83,2.02,0,16
真,CMP1002,Back to School Campaign 2025,Lifestyle,X,2024/3/4,1899/12/30 14:00:00,Video,"Parents (30-45, Suburban)",288,4494.05,34,0.1,0.0327,0,0.0821,443,13,8805,5399,-0.3,28.39,108,33
伪,CMP1002,Spring Campaign 2025,Lifestyle,TikTok,2024/3/9,1899/12/30 12:45:00,Image,"Parents (30-45, Suburban)",49,101.58,5,0.15,0.0147,7,0.0415,100,4,3330,2408,-0.15,7.4,0,28
真,CMP1002,Fall Campaign 2024,User Testimonial,Facebook,2024/3/6,1899/12/30 21:30:00,Image,"Millennials (25-34, Suburban)",459,10955.4,78,0.07,0.041,9,0.0806,678,13,11190,8417,-0.19,33.55,0,14
真,CMP1002,Spring Campaign 2025,Promotion,Instagram,2024/3/2,1899/12/30 20:45:00,Video,"Professionals (25-54, B2B)",199,2367.29,17,0.35,0.0204,2,0.0446,322,14,9763,7221,-0.5,69.31,78,13
伪,CMP1002,Fall Campaign 2024,User Testimonial,Facebook,2024/3/25,1899/12/30 6:45:00,Video,"Millennials (25-34, Suburban)",58,501.54,4,0.02,0.0197,5,0.0425,112,0,2941,2638,1,1.25,44,41
真,CMP1002,Back to School Campaign 2024,Promotion,Instagram,2024/3/2,1899/12/30 19:00:00,Carousel,"Gen X (35-50, Mixed)",149,1570.27,20,0.01,0.0155,9,0.0513,375,13,9588,7308,0.15,2.07,0,33
真,CMP1002,Back to School Campaign 2024,Promotion,TikTok,2024/3/14,1899/12/30 23:15:00,Reel,"Gen X (35-50, Mixed)",173,706.64,15,0.01,0.0222,5,0.0457,286,11,7778,6256,-0.5,2.28,56,5
真,CMP1002,Fall Campaign 2025,Product Launch,Facebook,2024/3/24,1899/12/30 14:15:00,Carousel,"Millennials (25-34, Suburban)",183,963.12,19,0.41,0.0157,4,0.0536,502,8,11674,9358,0.71,75.38,0,14
真,CMP1002,Fall Campaign 2024,Lifestyle,LinkedIn,2024/3/12,1899/12/30 9:00:00,Image,"Millennials (25-34, Suburban)",39,551.82,6,0.34,0.0103,7,0.0275,88,14,3780,3196,0.23,13.35,0,40
真,CMP1002,Spring Campaign 2024,Product Launch,Instagram,2024/3/21,1899/12/30 8:30:00,Image,"Professionals (25-54, B2B)",282,1628.41,32,0.45,0.0341,4,0.1076,765,12,8273,7112,-0.33,128.02,0,21
真,CMP1002,Back to School Campaign 2025,Promotion,TikTok,2024/3/3,1899/12/30 6:30:00,Image,"Professionals (25-54, B2B)",151,684.24,9,0.22,0.0368,10,0.0939,246,6,4101,2621,-0.14,33.73,0,39
真,CMP1002,Holiday Campaign 2024,Lifestyle,LinkedIn,2024/3/4,1899/12/30 10:30:00,Image,"Gen X (35-50, Mixed)",110,1269.71,19,0.1,0.0149,0,0.032,165,13,7382,5162,0.3,10.55,0,47
真,CMP1002,Spring Campaign 2025,User Testimonial,Instagram,2024/3/1,1899/12/30 12:00:00,Reel,"Gen Z (18-24, Urban)",306,4666.74,37,0.01,0.0509,1,0.1012,535,4,6006,5287,-0.42,3.27,75,50
真,CMP1002,Holiday Campaign 2024,Behind-the-Scenes,X,2024/3/5,1899/12/30 22:30:00,Video,"Parents (30-45, Suburban)",190,3395.28,27,0.19,0.0173,10,0.0461,452,15,10980,9796,-0.35,36.34,55,23
真,CMP1002,Spring Campaign 2025,Behind-the-Scenes,X,2024/3/7,1899/12/30 12:30:00,Carousel,"Gen Z (18-24, Urban)",216,620.86,15,0.65,0.0168,7,0.0486,457,5,12858,9406,0.14,139.42,0,10
真,CMP1002,Fall Campaign 2024,User Testimonial,X,2024/3/20,1899/12/30 19:15:00,Carousel,"Gen Z (18-24, Urban)",498,1315.48,38,0.25,0.0292,2,0.0915,1011,7,17057,11046,0.74,124.36,0,9
真,CMP1002,Holiday Campaign 2024,Promotion,Instagram,2024/3/17,1899/12/30 16:45:00,Video,"Parents (30-45, Suburban)",176,1643.71,28,0.02,0.0564,8,0.1158,284,3,3121,2452,0.87,3.06,44,19
真,CMP1002,Holiday Campaign 2025,Behind-the-Scenes,Facebook,2024/3/13,1899/12/30 15:00:00,Carousel,"Millennials (25-34, Suburban)",150,1180.76,23,0.19,0.0164,1,0.0635,460,4,9155,7239,0.6,29,0,10
真,CMP1002,Holiday Campaign 2024,Promotion,Instagram,2024/3/20,1899/12/30 12:45:00,Video,"Parents (30-45, Suburban)",95,1502.57,14,1.08,0.0101,8,0.0493,291,3,9440,5901,0.23,102.58,69,43
真,CMP1002,Fall Campaign 2024,Lifestyle,X,2024/3/14,1899/12/30 8:45:00,Video,"Gen Z (18-24, Urban)",61,70.13,4,0.1,0.0071,9,0.0329,174,8,8581,5296,0.44,6.04,117,47
真,CMP1002,Back to School Campaign 2025,Promotion,LinkedIn,2024/3/26,1899/12/30 11:00:00,Video,"Professionals (25-54, B2B)",199,2540.5,34,0.2,0.0441,5,0.0899,293,10,4512,3258,-0.16,40.56,97,31
真,CMP1002,Spring Campaign 2024,User Testimonial,Facebook,2024/3/24,1899/12/30 13:00:00,Image,"Millennials (25-34, Suburban)",172,4648.31,31,0.7,0.0188,4,0.0361,248,1,9160,6872,0.1,120.32,0,13
真,CMP1002,Fall Campaign 2024,Behind-the-Scenes,TikTok,2024/3/8,1899/12/30 10:45:00,Reel,"Professionals (25-54, B2B)",51,473.7,9,0.31,0.0115,10,0.0347,131,10,4417,3776,0.43,15.89,87,7
真,CMP1002,Spring Campaign 2025,Lifestyle,LinkedIn,2024/3/14,1899/12/30 21:00:00,Video,"Professionals (25-54, B2B)",140,1140.68,11,0,0.0208,2,0.0701,398,9,6734,5680,-0.34,0.64,50,38
真,CMP1002,Spring Campaign 2024,Promotion,X,2024/3/10,1899/12/30 12:00:00,Reel,"Millennials (25-34, Suburban)",214,723.5,41,0.24,0.02,9,0.0617,489,2,10691,7923,1,51.85,46,15
真,CMP1002,Summer Campaign 2025,Behind-the-Scenes,TikTok,2024/3/13,1899/12/30 8:30:00,Story,"Professionals (25-54, B2B)",451,2012.55,71,0.02,0.0463,6,0.0941,822,5,9741,8733,0.03,8.43,12,7
真,CMP1002,Summer Campaign 2024,Behind-the-Scenes,Instagram,2024/3/11,1899/12/30 14:00:00,Video,"Professionals (25-54, B2B)",82,750.75,14,0.1,0.0189,6,0.0652,196,1,4350,3005,-0.06,8.39,14,45
真,CMP1002,Fall Campaign 2024,Behind-the-Scenes,Instagram,2024/3/14,1899/12/30 8:15:00,Carousel,"Parents (30-45, Suburban)",77,763.81,9,0.41,0.0095,7,0.0239,167,11,8092,6980,1,31.53,0,6
伪,CMP1002,Summer Campaign 2025,Behind-the-Scenes,Facebook,2024/3/11,1899/12/30 23:45:00,Image,"Millennials (25-34, Suburban)",183,2242.43,22,0.09,0.024,8,0.052,333,5,7621,6408,0.74,15.81,0,35
真,CMP1002,Fall Campaign 2024,Product Launch,TikTok,2024/3/4,1899/12/30 16:00:00,Story,"Parents (30-45, Suburban)",254,2794.63,26,0.12,0.0321,0,0.0722,425,4,7924,5888,-0.2,31.24,24,29
真,CMP1002,Summer Campaign 2025,Product Launch,LinkedIn,2024/3/2,1899/12/30 6:15:00,Carousel,"Millennials (25-34, Suburban)",194,1528.31,12,0.49,0.0235,0,0.0967,521,7,8248,5389,0.45,94.6,0,21
真,CMP1002,Fall Campaign 2024,Promotion,Facebook,2024/3/26,1899/12/30 12:15:00,Story,"Parents (30-45, Suburban)",137,433.03,16,0.39,0.0177,7,0.0578,299,13,7742,5177,0.81,53.9,91,34
真,CMP1002,Back to School Campaign 2025,Behind-the-Scenes,X,2024/3/16,1899/12/30 10:15:00,Carousel,"Gen Z (18-24, Urban)",70,1254.01,9,0.28,0.0184,7,0.0309,105,14,3795,3394,-0.29,19.29,0,38
伪,CMP1002,Holiday Campaign 2025,User Testimonial,Facebook,2024/3/9,1899/12/30 12:00:00,Video,"Parents (30-45, Suburban)",81,775,6,0,0.0345,6,0.1134,206,11,2350,1816,0.01,0.07,54,28
真,CMP1002,Back to School Campaign 2024,Product Launch,X,2024/3/1,1899/12/30 18:15:00,Video,"Gen X (35-50, Mixed)",432,1284.3,33,0.09,0.0608,9,0.1171,719,1,7106,6138,0.67,38.21,73,6
真,CMP1002,Spring Campaign 2024,Lifestyle,TikTok,2024/3/18,1899/12/30 20:45:00,Image,"Gen Z (18-24, Urban)",183,666.1,18,0.04,0.0318,8,0.0788,347,8,5754,4405,0.06,7.71,0,16
